"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT08","WT09","WT11","WT13","WT16","WT22"
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-03",,"0.17","0.0","0.0",,"61","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-04",,"0.00","0.0","0.0",,"61","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-05",,"0.00","0.0","0.0",,"49","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-06",,"0.00","0.0","0.0",,"59","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-07",,"0.12","0.0","0.0",,"56","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-08",,"0.78","2.0","2.0",,"41","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-09",,"0.00","0.0","0.0",,"44","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-10",,"0.35","0.0","0.0",,"48","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-11",,"0.00","0.0","0.0",,"42","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-12",,"0.61","1.0","1.0",,"42","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-13",,"1.18","0.0","1.0",,"49","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-14",,"0.00","0.0","0.0",,"49","25",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-15",,"0.00","0.0","0.0",,"49","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-16",,"1.95","14.0","14.0",,"36","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-17",,"0.00","0.0","11.0",,"38","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-18",,"0.00","0.0","8.0",,"45","27",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-19",,"0.00","0.0","6.0",,"55","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-20",,"0.08","0.0","4.0",,"54","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-21",,"1.60","0.0","3.0",,"40","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-22",,"0.13","0.0","0.0",,"51","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-23",,"0.00","0.0","0.0",,"52","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-24",,"1.90","0.0","0.0",,"57","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-25",,"0.35","0.0","0.0",,"45","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-26",,"0.00","0.0","0.0",,"49","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-27",,"0.06","0.0","0.0",,"45","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-28",,"0.00","0.0","0.0",,"58","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-29",,"0.00","0.0","0.0",,"62","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-30",,"0.00","0.0","0.0",,"62","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-01-31",,"0.00","0.0","0.0",,"67","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-01",,"0.00","0.0","0.0",,"66","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-02",,"0.00","0.0","0.0",,"43","23",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-03",,"0.00","0.0","0.0",,"42","23",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-04",,"0.00","0.0","0.0",,"47","25",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-05",,"0.00","0.0","0.0",,"61","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-06",,"0.00","0.0","0.0",,"67","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-07",,"0.00","0.0","0.0",,"66","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-08",,"0.00","0.0","0.0",,"56","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-09",,"0.00","0.0","0.0",,"51","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-10",,"0.00","0.0","0.0",,"63","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-11",,"0.00","0.0","0.0",,"66","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-12",,"0.00","0.0","0.0",,"66","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-13",,"0.00","0.0","0.0",,"59","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-14",,"0.00","0.0","0.0",,"59","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-15",,"0.00","0.0","0.0",,"58","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-16",,"0.00","0.0","0.0",,"57","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-17",,"0.00","0.0","0.0",,"61","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-18",,"0.00","0.0","0.0",,"61","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-19",,"0.00","0.0","0.0",,"58","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-20",,"0.00","0.0","0.0",,"61","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-21",,"0.00","0.0","0.0",,"64","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-22",,"0.00","0.0","0.0",,"64","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-23",,"0.00","0.0","0.0",,"58","27",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-24",,"0.00","0.0","0.0",,"64","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-25",,"0.00","0.0","0.0",,"70","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-26",,"0.00","0.0","0.0",,"67","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-27",,"0.00","0.0","0.0",,"71","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-28",,"0.00","0.0","0.0",,"64","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-02-29",,"0.55","0.0","0.0",,"64","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-01",,"0.00","0.0","0.0",,"44","27",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-02",,"0.00","0.0","0.0",,"58","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-03",,"0.00","0.0","0.0",,"71","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-04",,"0.00","0.0","0.0",,"71","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-05",,"0.00","0.0","0.0",,"66","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-06",,"0.02","0.0","0.0",,"60","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-07",,"0.70","0.0","0.0",,"37","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-08",,"0.14","0.0","0.0",,"43","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-09",,"0.00","0.0","0.0",,"52","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-10",,"0.00","0.0","0.0",,"67","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-11",,"0.00","0.0","0.0",,"71","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-12",,"0.15","0.0","0.0",,"58","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-13",,"2.35","19.0","19.0",,"33","30",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-14",,"1.70","13.0","32.0",,"31","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-15",,"1.25","4.0","36.0",,"32","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-16",,"0.80","6.0","38.0",,"34","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-17",,"0.32","4.0","33.0",,"34","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-18",,"0.00","0.0","24.0",,"49","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-19",,"0.00","0.0","20.0",,"49","24",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-20",,"0.00","0.0","20.0",,"54","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-21",,"0.01","0.0","14.0",,"57","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-22",,"0.00","0.0","12.0",,"57","29",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-23",,"0.11","0.0","11.0",,"46","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-24",,"0.60","0.0","10.0",,"35","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-25",,"0.05","0.0","8.0",,"41","23",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-26",,"0.00","0.0","6.0",,"46","23",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-27",,"0.00","0.0","4.0",,"48","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-28",,"0.65","0.0","4.0",,"42","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-29",,"0.02","0.0","3.0",,"47","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-30",,"0.00","0.0","2.0",,"44","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-03-31",,"0.00","0.0","0.0",,"53","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-01",,"0.00","0.0","0.0",,"53","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-02",,"0.00","0.0","0.0",,"54","26",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-03",,"0.00","0.0","0.0",,"55","28",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-04",,"2.95","0.0","0.0",,"42","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-05",,"2.15","6.0","6.0",,"37","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-06",,"0.08","0.0","2.0",,"47","32",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-07",,"0.00","0.0","0.0",,"54","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-08",,"0.00","0.0","0.0",,"66","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-09",,"0.02","0.0","0.0",,"46","31",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-10",,"0.00","0.0","0.0",,"63","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-11",,"0.00","0.0","0.0",,"64","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-12",,"0.00","0.0","0.0",,"64","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-13",,"0.00","0.0","0.0",,"64","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-14",,"0.00","0.0","0.0",,"68","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-15",,"0.00","0.0","0.0",,"69","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-16",,"0.00","0.0","0.0",,"70","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-17",,"0.00","0.0","0.0",,"66","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-18",,"0.00","0.0","0.0",,"60","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-19",,"0.00","0.0","0.0",,"60","34",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-20",,"0.00","0.0","0.0",,"60","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-21",,"0.00","0.0","0.0",,"67","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-22",,"0.00","0.0","0.0",,"69","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-23",,"0.00","0.0","0.0",,"71","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-24",,"0.00","0.0","0.0",,"76","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-25",,"0.00","0.0","0.0",,"76","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-26",,"0.00","0.0","0.0",,"74","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-27",,"0.00","0.0","0.0",,"77","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-28",,"0.00","0.0","0.0",,"81","50",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-29",,"0.00","0.0","0.0",,"74","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-04-30",,"0.00","0.0","0.0",,"67","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-01",,"0.00","0.0","0.0",,"70","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-02",,"0.00","0.0","0.0",,"61","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-03",,"0.00","0.0","0.0",,"65","33",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-04",,"0.00","0.0","0.0",,"71","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-05",,"0.00","0.0","0.0",,"70","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-06",,"0.00","0.0","0.0",,"73","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-07",,"0.00","0.0","0.0",,"82","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-08",,"0.00","0.0","0.0",,"82","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-09",,"0.00","0.0","0.0",,"81","47",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-10",,"0.00","0.0","0.0",,"75","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-11",,"0.42","0.0","0.0",,"62","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-12",,"0.37","0.0","0.0",,"62","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-13",,"0.25","0.0","0.0",,"49","41",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-14",,"0.00","0.0","0.0",,"54","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-15",,"0.00","0.0","0.0",,"65","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-16",,"1.58","0.0","0.0",,"68","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-17",,"2.00","0.0","0.0",,"50","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-18",,"1.20","0.0","0.0",,"50","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-19",,"0.32","0.0","0.0",,"54","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-20",,"0.00","0.0","0.0",,"61","37",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-21",,"0.00","0.0","0.0",,"68","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-22",,"0.00","0.0","0.0",,"71","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-23",,"0.00","0.0","0.0",,"71","38",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-24",,"0.00","0.0","0.0",,"78","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-25",,"0.00","0.0","0.0",,"82","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-26",,"0.00","0.0","0.0",,"85","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-27",,"0.00","0.0","0.0",,"85","54",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-28",,"0.00","0.0","0.0",,"89","53",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-29",,"0.12","0.0","0.0",,"87","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-30",,"0.10","0.0","0.0",,"63","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-05-31",,"0.00","0.0","0.0",,"66","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-01",,"0.00","0.0","0.0",,"74","49",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-02",,"0.00","0.0","0.0",,"83","49",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-03",,"0.00","0.0","0.0",,"84","49",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-04",,"0.00","0.0","0.0",,"80","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-05",,"0.00","0.0","0.0",,"60","35",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-06",,"0.00","0.0","0.0",,"57","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-07",,"0.00","0.0","0.0",,"56","36",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-08",,"0.00","0.0","0.0",,"69","40",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-09",,"0.00","0.0","0.0",,"77","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-10",,"0.00","0.0","0.0",,"81","46",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-11",,"0.00","0.0","0.0",,"79","51",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-12",,"0.36","0.0","0.0",,"67","42",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-13",,"0.00","0.0","0.0",,"59","39",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-14",,"0.00","0.0","0.0",,"71","45",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-15",,"0.00","0.0","0.0",,"70","44",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-16",,"0.00","0.0","0.0",,"67","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-17",,"0.00","0.0","0.0",,"78","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-18",,"0.00","0.0","0.0",,"83","43",,,,,,,,,,,,,,,
"USC00048606","STRAWBERRY VALLEY, CA US","39.563","-121.1077","1160.7","2020-06-19",,"0.00","0.0","0.0",,"84","51",,,,,,,,,,,,,,,
