"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT11"
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-11-30",,,"0.00","0.0","0.0",,"45","24","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-01",,,"0.00",,,,"49","29","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-02",,,"0.00",,,,"57","32","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-03",,,"1.43",,,,"55","35","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-04",,,"0.00",,,,"44","29","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-05",,,"0.23",,,,"46","33","37",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-06",,,"0.26",,,,"44","37","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-07",,,"0.00",,,,"48","35","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-08",,,"0.11",,,,"53","34","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-09",,,"2.19",,,,"46","40","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-10",,,"1.68","1.0",,,"52","31","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-11",,,"0.00",,,,"39","30","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-12",,,"1.82",,,,"40","34","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-13",,,"0.15",,,,"42","28","32",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-14",,,"0.00",,,,"40","25","33",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-15",,,"0.00",,,,"42","24","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-16",,,"0.00",,,,"43","30","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-17",,,"0.00",,,,"46","33","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-18",,,"1.33",,,,"49","32","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-19",,,"0.00",,,,"39","30","32",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-20",,,"1.81",,,,"33","31","31",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-21",,,"2.31",,,,"41","31","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-22",,,"0.57",,,,"51","34","35",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-23",,,"0.49",,,,"43","32","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-24",,,"0.22","2.0",,,"35","29","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-25",,,"0.00",,,,"37","21","31",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-26",,,"0.00",,,,"39","21","33",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-27",,,"0.06",,,,"37","28","31",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-28",,,"0.00",,,,"39","25","29",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-29",,,"0.00",,,,"38","25","32",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-30",,,"0.00",,,,"43","22","33",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2015-12-31",,,"0.00",,,,"40","22","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-01",,,"0.00","0.0","0.0",,"40","20","33",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-02",,,"0.00","0.0","0.0",,"40","31","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-03",,,"0.00","0.0","0.0",,"43","27","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-04",,,"1.23","0.0","0.0",,"43","31","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-05",,,"0.53","0.0","0.0",,"35","32","32",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-06",,,"0.62","0.0","0.0",,"40","31","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-07",,,"0.00","0.0","0.0",,"43","27","35",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-08",,,"0.21","0.0","0.0",,"41","31","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-09",,,"0.00","0.0","0.0",,"40","29","35",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-10",,,"0.00","0.0","0.0",,"45","28","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-11",,,"0.00","0.0","0.0",,"46","27","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-12",,,"1.72","0.0","0.0",,"43","32","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-13",,,"0.28","0.0","0.0",,"43","31","35",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-14",,,"1.56","0.0","0.0",,"40","31","37",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-15",,,"0.44","0.0","0.0",,"42","34","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-16",,,"1.26","0.0","0.0",,"47","37","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-17",,,"2.44","0.0","0.0",,"42","36","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-18",,,"1.58","0.0","0.0",,"51","36","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-19",,,"0.00","0.0","0.0",,"47","36","37",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-20",,,"0.00","0.0","0.0",,"49","33","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-21",,,"0.88","0.0","0.0",,"53","39","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-22",,,"1.52","0.0","0.0",,"48","38","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-23",,,"0.83","0.0","0.0",,"46","32","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-24",,,"0.14","0.0","0.0",,"44","31","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-25",,,"0.00","0.0","0.0",,"50","28","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-26",,,"0.00","0.0","0.0",,"55","30","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-27",,,"0.00","0.0","0.0",,"55","30","34",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-28",,,"1.73","0.0","0.0",,"46","34","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-29",,,"2.34","0.0","0.0",,"52","37","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-30",,,"0.68","2.0","2.0",,"47","31","32",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-01-31",,,"0.00","0.0","0.0",,"37","25","31",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-01",,,"0.00","0.0","0.0",,"44","27","32",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-02",,,"0.00","0.0","0.0",,"42","26","33",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-03",,,"0.00","0.0","0.0",,"44","31","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-04",,,"0.00","0.0","0.0",,"52","28","37",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-05",,,"0.00","0.0","0.0",,"54","29","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-06",,,"0.00","0.0","0.0",,"58","30","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-07",,,"0.00","0.0","0.0",,"68","35","54",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-08",,,"0.00","0.0","0.0",,"76","31","45",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-09",,,"0.00","0.0","0.0",,"66","30","47",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-10",,,"0.00","0.0","0.0",,"64","32","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-11",,,"0.00","0.0","0.0",,"65","31","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-12",,,"0.00","0.0","0.0",,"69","30","45",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-13",,,"0.00","0.0","0.0",,"68","34","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-14",,,"0.00","0.0","0.0",,"68","37","46",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-15",,,"0.00","0.0","0.0",,"73","33","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-16",,,"0.31","0.0","0.0",,"72","40","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-17",,,"2.03","0.0","0.0",,"60","32","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-18",,,"0.20","0.0","0.0",,"41","35","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-19",,,"0.52","0.0","0.0",,"43","35","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-20",,,"0.00","0.0","0.0",,"58","29","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-21",,,"0.00","0.0","0.0",,"60","29","37",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-22",,,"0.00","0.0","0.0",,"64","28","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-23",,,"0.00","0.0","0.0",,"67","32","48",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-24",,,"0.00","0.0","0.0",,"68","32","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-25",,,"0.00","0.0","0.0",,"72","35","47",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-26",,,"0.00","0.0","0.0",,"68","38","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-27",,,"0.00","0.0","0.0",,"61","31","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-28",,,"0.00","0.0","0.0",,"64","30","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-02-29",,,"0.00","0.0","0.0",,"66","35","45",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-01",,,"0.00","0.0","0.0",,"66","37","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-02",,,"0.00","0.0","0.0",,"68","42","52",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-03",,,"0.00","0.0","0.0",,"56","43","48",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-04",,,"3.63","0.0","0.0",,"52","45","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-05",,,"3.54","0.0","0.0",,"51","38","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-06",,,"2.16","4.0","4.0",,"44","31","39",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-07",,,"0.00","0.0","0.0",,"45","29","36",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-08",,,"0.33","0.0","0.0",,"44","35","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-09",,,"0.22","0.0","0.0",,"48","40","45",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-10",,,"2.48","0.0","0.0",,"50","40","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-11",,,"0.63","0.0","0.0",,"43","37","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-12",,,"4.16","0.0","0.0",,"42","32","38",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-13",,,"1.95","0.0","0.0",,"39","30","37",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-14",,,"0.00","0.0","0.0",,"48","30","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-15",,,"0.00","0.0","0.0",,"61","31","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-16",,,"0.00","0.0","0.0",,"71","34","46",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-17",,,"0.00","0.0","0.0",,"75","35","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-18",,,"0.00","0.0","0.0",,"72","36","48",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-19",,,"0.00","0.0","0.0",,"69","40","54",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-20",,,"1.39","0.0","0.0",,"61","41","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-21",,,"1.15","0.0","0.0",,"45","35","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-22",,,"0.00","0.0","0.0",,"56","30","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-23",,,"0.00","0.0","0.0",,"65","34","48",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-24",,,"0.00","0.0","0.0",,"66","35","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-25",,,"0.00","0.0","0.0",,"69","32","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-26",,,"0.00","0.0","0.0",,"70","42","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-27",,,"0.64","0.0","0.0",,"62","34","43",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-28",,,"0.00","0.0","0.0",,"49","27","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-29",,,"0.00","0.0","0.0",,"54","30","41",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-30",,,"0.00","0.0","0.0",,"64","31","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-03-31",,,"0.00","0.0","0.0",,"69","35","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-01",,,"0.00","0.0","0.0",,"72","39","55",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-02",,,"0.00","0.0","0.0",,"73","38","57",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-03",,,"0.00","0.0","0.0",,"73","39","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-04",,,"0.00","0.0","0.0",,"71","36","50",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-05",,,"0.00","0.0","0.0",,"76","38","54",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-06",,,"0.00","0.0","0.0",,"83","40","46",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-07",,,"0.00","0.0","0.0",,"84","44","59",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-08",,,"0.19","0.0","0.0",,"74","49","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-09",,,"0.32","0.0","0.0",,"54","47","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-10",,,"0.03","0.0","0.0",,"56","48","52",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-11",,,"0.08","0.0","0.0",,"60","50","54",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-12",,,"0.00","0.0","0.0",,"59","46","53",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-13",,,"0.36","0.0","0.0",,"60","35","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-14",,,"0.06","0.0","0.0",,"56","32","45",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-15",,,"0.00","0.0","0.0",,"64","35","47",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-16",,,"0.00","0.0","0.0",,"75","37","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-17",,,"0.00","0.0","0.0",,"82","37","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-18",,,"0.00","0.0","0.0",,"81","42","53",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-19",,,"0.00","0.0","0.0",,"80","41","58",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-20",,,"0.00","0.0","0.0",,"75","38","62",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-21",,,"1.17","0.0","0.0",,"71","42","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-22",,,"0.81","0.0","0.0",,"44","30","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-23",,,"0.00","0.0","0.0",,"61","37","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-24",,,"0.00","0.0","0.0",,"62","31","44",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-25",,,"0.00","0.0","0.0",,"61","31","45",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-26",,,"0.00","0.0","0.0",,"63","38","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-27",,,"0.12","0.0","0.0",,"59","37","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-28",,,"0.00","0.0","0.0",,"69","38","55",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-29",,,"0.06","0.0","0.0",,"68","40","57",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-04-30",,,"0.00","0.0","0.0",,"69","39","61",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-01",,,"0.00","0.0","0.0",,"76","40","54",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-02",,,"0.00","0.0","0.0",,"74","42","53",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-03",,,"0.05","0.0","0.0",,"76","45","62",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-04",,,"0.00","0.0","0.0",,"75","47","58",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-05",,,"0.34","0.0","0.0",,"66","47","57",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-06",,,"0.31","0.0","0.0",,"57","46","50",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-07",,,"0.25","0.0","0.0",,"56","48","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-08",,,"0.00","0.0","0.0",,"61","48","55",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-09",,,"0.00","0.0","0.0",,"72","42","57",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-10",,,"0.00","0.0","0.0",,"79","39","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-11",,,"0.00","0.0","0.0",,"82","43","54",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-12",,,"0.00","0.0","0.0",,"83","46","57",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-13",,,"0.00","0.0","0.0",,"84","45","60",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-14",,,"0.00","0.0","0.0",,"70","44","61",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-15",,,"0.00","0.0","0.0",,"71","42","64",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-16",,,"0.00","0.0","0.0",,"77","44","61",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-17",,,"0.00","0.0","0.0",,"80","43","64",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-18",,,"0.00","0.0","0.0",,"84","48","61",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-19",,,"0.46","0.0","0.0",,"73","37","40",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-20",,,"0.35","0.0","0.0",,"45","34","42",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-21",,,"0.17","0.0","0.0",,"54","39","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-22",,,"0.00","0.0","0.0",,"62","35","46",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-23",,,"0.02","0.0","0.0",,"64","44","49",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-24",,,"0.65","0.0","0.0",,"56","44","51",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-25",,,"0.00","0.0","0.0",,"65","46","55",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-26",,,"0.00","0.0","0.0",,"75","43","59",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-27",,,"0.00","0.0","0.0",,"77","42","61",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-28",,,"0.00","0.0","0.0",,"80","44","64",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-29",,,"0.00","0.0","0.0",,"83","46","68",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-30",,,"0.00","0.0","0.0",,"88","49","68",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-05-31",,,"0.00","0.0","0.0",,"91","49","69",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-06-01",,,"0.00","0.0","0.0",,"90","47","65",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-06-02",,,"0.00","0.0","0.0",,"89","45","67",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-06-03",,,"0.00","0.0","0.0",,"94","52","70",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-06-04",,,"0.00","0.0","0.0",,"90","54","72",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-06-05",,,"0.00","0.0","0.0",,"90","52","72",,,,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","2016-06-06",,,"0.00","0.0","0.0",,"93","55","74",,,,,,,
